Time (s),Hand,Tremor Frequency (Hz),Tremor Amplitude (px)
1742084200.192412,left,11.937918216671457,9.055385138137417
1742084200.275862,left,11.983212148050798,4.123105625617661
1742084200.3571892,left,12.296009216941114,3.1622776601683795
1742084200.4336262,left,13.082669993761696,4.123105625617661
1742084200.514227,left,12.406834208907188,9.055385138137417
1742084200.56146,left,21.171591540053505,8.94427190999916
1742084200.636854,left,13.263669855324531,9.055385138137417
1742084200.723121,left,11.591918856921758,5.385164807134504
1742084200.801894,left,12.694701541776887,3.0
1742084200.88559,left,11.947984173059448,7.280109889280518
1742084200.967819,left,12.161174625173604,18.681541692269406
1742084201.049906,left,12.182191008951548,13.416407864998739
1742084201.1321988,left,12.151732090241945,8.602325267042627
1742084201.2117481,left,12.570818872244901,8.06225774829855
1742084201.2950132,left,12.009838534642466,4.47213595499958
1742084201.3758411,left,12.371957748431495,16.15549442140351
1742084201.458456,left,12.104354250357853,11.180339887498949
1742084201.546556,left,11.350743400862745,3.1622776601683795
1742084201.626112,left,12.569764026827938,14.317821063276353
1742084201.70645,left,12.44740950018103,48.010415536631214
1742084201.7503822,left,22.76234770574987,14.422205101855956
1742084201.827041,left,13.044829409386372,12.041594578792296
1742084201.912142,left,11.7507256121477,2.8284271247461903
1742084201.956945,left,22.319981694045776,5.830951894845301
1742084202.034355,left,12.918230509330696,5.385164807134504
1742084202.113038,left,12.709203353725975,32.526911934581186
1742084202.197703,left,11.811281011517558,7.211102550927978
1742084202.282835,left,11.746447475284958,127.22421153223941
1742084202.282835,left,0.0,127.09445306542689
1742084202.3595982,left,13.027083436863292,13.92838827718412
1742084202.4039109,left,22.56688600620894,9.219544457292887
1742084202.488897,left,11.766614860656796,11.180339887498949
1742084202.565275,left,13.092797922285486,18.601075237738275
1742084202.648152,left,12.066050654177646,6.4031242374328485
1742084202.729114,left,12.351482276583653,8.94427190999916
1742084202.814404,left,11.724710118189035,14.212670403551895
1742084202.894826,left,12.434420154514784,24.20743687382041
1742084202.976715,left,12.21162961323908,8.246211251235321
1742084203.052093,left,13.266480683708778,3.605551275463989
1742084203.101862,left,20.09285926436914,8.06225774829855
1742084203.145227,left,23.060070593668563,5.385164807134504
1742084203.223059,left,12.848188548970596,12.206555615733702
1742084203.310668,left,11.414345546033708,15.620499351813308
1742084203.386079,left,13.260650591058404,11.180339887498949
1742084203.4712598,left,11.739740367337113,9.486832980505138
1742084203.548658,left,12.920220188460128,4.47213595499958
1742084203.633198,left,11.82870212387933,6.0
1742084203.71806,left,11.783838151133487,6.4031242374328485
1742084203.797077,left,12.655516699303906,3.605551275463989
1742084203.876865,left,12.533217791456874,10.770329614269007
1742084203.921023,left,22.645962464635122,2.0
1742084204.000444,left,12.591121411160076,12.36931687685298
1742084204.079617,left,12.630554451390646,15.297058540778355
1742084204.125352,left,21.86514862427408,5.830951894845301
1742084204.2041311,left,12.693702636612352,9.486832980505138
1742084204.2887459,left,11.818269935193012,12.529964086141668
1742084204.370229,left,12.272479627814434,13.601470508735444
1742084204.4567769,left,11.554301833568406,7.810249675906654
1742084204.534784,left,12.819326010281614,5.0990195135927845
1742084204.6147919,left,12.498782693688781,13.341664064126334
1742084204.69837,left,11.964855428010681,5.0
1742084204.783039,left,11.810682345520489,3.0
1742084204.861265,left,12.78349786499971,11.40175425099138
1742084204.9063969,left,22.157266095078104,2.8284271247461903
1742084204.9870589,left,12.397409560742608,2.0
1742084205.066323,left,12.61604172557135,7.211102550927978
1742084205.1110132,left,22.376304389577687,2.23606797749979
1742084205.15261,left,24.040259070327277,2.8284271247461903
1742084205.2343638,left,12.23185768445611,68.94200461257273
1742084205.2343638,left,0.0,68.35202996254024
1742084205.317167,left,12.076820749664558,5.0
1742084205.35488,left,26.516019724364646,6.4031242374328485
1742084205.3981178,left,23.127972120517004,11.40175425099138
1742084205.478864,left,12.384487737470252,16.0
1742084205.52494,left,21.703244901866427,2.23606797749979
1742084205.6008792,left,13.168433214447179,5.0
1742084205.6827981,left,12.207186991585976,10.04987562112089
1742084205.7631261,left,12.44896117772765,4.242640687119285
1742084205.844558,left,12.280204948031034,2.23606797749979
1742084205.931749,left,11.469059845887134,2.8284271247461903
1742084206.008694,left,12.996325101478016,1.0
1742084206.091282,left,12.108302853068283,3.1622776601683795
1742084206.172828,left,12.26300693800818,1.0
1742084206.2564852,left,11.953534501430672,8.246211251235321
1742084206.3425548,left,11.618506268663332,15.033296378372908
1742084206.424696,left,12.1741644292867,5.385164807134504
1742084206.508651,left,11.911135849238782,5.0
1742084206.585057,left,13.087977033731706,4.123105625617661
1742084206.6672251,left,12.17017276098399,3.605551275463989
1742084206.749412,left,12.167383679946159,2.0
1742084206.831088,left,12.243497755229527,14.142135623730951
1742084206.9161532,left,11.755698746317853,8.06225774829855
1742084206.996078,left,12.511757634333545,5.0990195135927845
1742084207.074016,left,12.8306984484362,2.23606797749979
1742084207.1576178,left,11.961477366384239,2.8284271247461903
1742084207.241129,left,11.974454065566375,3.605551275463989
1742084207.325825,left,11.806925439349625,5.0990195135927845
1742084207.404961,left,12.636452649877532,7.0710678118654755
1742084207.4864619,left,12.269822928337609,4.242640687119285
1742084207.567302,left,12.370096853728455,5.385164807134504
1742084207.650806,left,11.975479741092562,2.0
1742084207.734276,left,11.980336990394145,8.94427190999916
1742084207.812765,left,12.740666938026646,4.242640687119285
1742084207.8942358,left,12.274311266146544,3.0
1742084207.978683,left,11.841726496836506,2.0
1742084208.06318,left,11.834743204121827,1.4142135623730951
1742084208.143498,left,12.45051324218263,7.810249675906654
1742084208.1880362,left,22.452606165721843,9.219544457292887
1742084208.2651808,left,12.962666271077486,14.866068747318506
1742084208.314236,left,20.385240483689103,10.04987562112089
1742084208.3891761,left,13.343972105038782,9.848857801796104
1742084208.4712808,left,12.17957325218078,9.0
1742084208.5225952,left,19.48772464549222,5.0990195135927845
1742084208.594569,left,13.89394461375381,6.082762530298219
1742084208.676079,left,12.268423238699185,10.44030650891055
1742084208.725284,left,20.323111139106796,1.4142135623730951
1742084208.797163,left,13.91228663734485,22.20360331117452
1742084208.8811,left,11.913707155375407,8.246211251235321
1742084208.927777,left,21.423775909448455,8.06225774829855
1742084209.001759,left,13.516801320000129,2.23606797749979
1742084209.0882869,left,11.556976116211658,5.385164807134504
1742084209.1670232,left,12.700621358752922,2.23606797749979
1742084209.24656,left,12.57277834065743,22.02271554554524
1742084209.331815,left,11.72953004180824,13.152946437965905
1742084209.412951,left,12.324986997111449,17.72004514666935
1742084209.495911,left,12.05401785842585,27.459060435491963
1742084209.57411,left,12.787863081608947,18.027756377319946
1742084209.659797,left,11.67039235163343,0.0
1742084209.743871,left,11.894280723246897,5.0990195135927845
1742084209.828361,left,11.835711685577788,1.4142135623730951
1742084209.910707,left,12.143886225187039,3.0
1742084209.9883258,left,12.883470482895468,5.0
1742084210.070098,left,12.229111573079244,2.23606797749979
1742084210.148479,left,12.758183930841906,4.47213595499958
1742084210.2351758,left,11.534442693594915,1.0
1742084210.316622,left,12.278048066508592,2.8284271247461903
1742084210.39662,left,12.500309951838252,8.06225774829855
1742084210.477663,left,12.339127851046866,2.23606797749979
1742084210.52503,left,21.11180796392025,3.0
1742084210.602324,left,12.93759619981801,11.180339887498949
1742084210.681579,left,12.617483905902173,9.486832980505138
1742084210.763479,left,12.210029896976243,22.47220505424423
1742084210.806533,left,23.226589582571908,19.1049731745428
1742084210.886667,left,12.479110756725557,44.04543109109048
1742084210.9319701,left,22.073541562508222,8.0
1742084211.0105338,left,12.728526341344987,21.37755832643195
1742084211.093929,left,11.991091670597653,11.045361017187261
1742084211.175928,left,12.195261231242494,8.54400374531753
1742084211.258485,left,12.1128486812276,19.697715603592208
1742084211.342945,left,11.839921411654448,37.16180835212409
1742084211.342945,left,0.0,24.020824298928627
1742084211.4208388,left,12.838003122034833,20.0
1742084211.461248,left,24.746908335693384,4.0
1742084211.506468,left,22.114041978836593,6.4031242374328485
1742084211.586838,left,12.44246149464841,18.027756377319946
1742084211.6672509,left,12.435821107935341,16.401219466856727
1742084211.715648,left,20.662410341294237,38.118237105091836
1742084211.790271,left,13.4006747776301,14.866068747318506
1742084211.872127,left,12.216573607239702,7.280109889280518
1742084211.9570649,left,11.773319672706348,12.206555615733702
1742084212.036022,left,12.665108554518827,3.1622776601683795
1742084212.125419,left,11.186063505779314,9.0
1742084212.2022169,left,13.021178837306048,3.1622776601683795
1742084212.281564,left,12.602849708238432,6.082762530298219
1742084212.36569,left,11.886932124132068,12.041594578792296
1742084212.447217,left,12.265875905471283,19.1049731745428
1742084212.5320241,left,11.791457576038706,5.0
1742084212.610492,left,12.744073554165983,17.204650534085253
1742084212.693866,left,11.994143484626647,29.732137494637012
1742084212.774647,left,12.379151171713595,13.601470508735444
1742084212.856395,left,12.232713867403959,10.295630140987
1742084212.9415638,left,11.7413835576557,4.0
1742084213.024235,left,12.096115911266972,1.4142135623730951
1742084213.107818,left,11.964172837534088,11.0
1742084213.18708,left,12.616383264801518,5.0
1742084213.224342,left,26.83684712295811,8.0
1742084213.312153,left,11.388095768192752,1.0
1742084213.391377,left,12.622458161419727,1.4142135623730951
1742084213.473526,left,12.172998450188357,3.1622776601683795
1742084213.519305,left,21.844081849477373,3.0
1742084213.596311,left,12.985983956010614,1.0
1742084213.678401,left,12.181766431413552,1.0
1742084213.7259881,left,21.014073498835142,1.0
1742084213.7992058,left,13.657912646492802,1.4142135623730951
1742084213.880864,left,12.246178820960061,3.605551275463989
1742084213.965399,left,11.82940270640727,3.1622776601683795
1742084214.0440278,left,12.717989769340162,1.0
1742084214.133329,left,11.19806918057647,2.8284271247461903
1742084214.210793,left,12.909205067280585,3.1622776601683795
1742084214.292029,left,12.309830715409358,4.123105625617661
1742084214.3747032,left,12.095662430319441,3.0
1742084214.45684,left,12.17480051203604,1.0
1742084214.5378602,left,12.342613654755564,2.23606797749979
1742084214.620964,left,12.033130309298462,5.830951894845301
1742084214.7066722,left,11.6675030460157,7.280109889280518
1742084214.7856262,left,12.665605739875648,7.810249675906654
1742084214.868265,left,12.100862059016999,1.0
1742084214.950075,left,12.223444931455749,6.324555320336759
1742084215.033035,left,12.053983216461662,2.0
1742084215.112928,left,12.516760918545486,5.0990195135927845
1742084215.1979861,left,11.756654333445454,2.23606797749979
1742084215.277448,left,12.58466126791624,4.0
1742084215.3599901,left,12.115017893918957,5.385164807134504
1742084215.441469,left,12.273126025978282,3.0
1742084215.526654,left,11.739148931406245,2.23606797749979
1742084215.6067789,left,12.480521799159694,4.47213595499958
1742084215.6872141,left,12.432356166819812,7.0710678118654755
1742084215.768714,left,12.269966504307634,9.219544457292887
1742084215.844623,left,13.173644569798924,5.0
1742084215.889426,left,22.319981694045776,2.23606797749979
1742084215.933463,left,22.708123764922444,2.23606797749979
1742084216.014509,left,12.338692264018286,2.0
1742084216.095287,left,12.379589620079809,9.848857801796104
1742084216.176995,left,12.238710505736663,8.54400374531753
1742084216.261006,left,11.90319211733188,9.055385138137417
1742084216.308917,left,20.872064612123232,6.708203932499369
1742084216.382665,left,13.55971304890389,2.23606797749979
1742084216.4667048,left,11.899106071395135,2.8284271247461903
1742084216.548769,left,12.185588695010487,8.94427190999916
1742084216.630208,left,12.279126412553428,2.23606797749979
1742084216.71548,left,11.727168767841816,1.4142135623730951
1742084216.794501,left,12.654867577043067,5.0990195135927845
1742084216.874419,left,12.512840095465394,3.1622776601683795
1742084216.958185,left,11.938020151420277,3.0
1742084217.0412061,left,12.045121418889424,17.11724276862369
1742084217.125491,left,11.86453795584924,7.0710678118654755
1742084217.2032719,left,12.856616508857059,4.123105625617661
1742084217.285457,left,12.167666060358156,8.94427190999916
1742084217.36545,left,12.501092350565548,18.973665961010276
1742084217.449302,left,11.925766489148453,14.560219778561036
1742084217.5350459,left,11.662636665962252,6.324555320336759
1742084217.6123378,left,12.937955371299193,2.23606797749979
1742084217.6965451,left,11.875455490088932,6.0
1742084217.77927,left,12.088271998109363,5.0990195135927845
1742084217.857766,left,12.739506007848474,1.4142135623730951
1742084217.906344,left,20.58544007145977,7.280109889280518
1742084217.984836,left,12.74012514428042,3.605551275463989
1742084218.066945,left,12.178936670635036,13.038404810405298
1742084218.149004,left,12.186367598349701,12.806248474865697
1742084218.229515,left,12.420648646087512,4.123105625617661
1742084218.314302,left,11.794275944682838,5.0
1742084218.393225,left,12.670579741229567,6.082762530298219
1742084218.4772549,left,11.900524050424602,8.06225774829855
1742084218.5556831,left,12.750504632894769,8.06225774829855
1742084218.639165,left,11.978660452151662,14.0
1742084218.72288,left,11.945295990613056,14.7648230602334
1742084218.8006332,left,12.861189558476761,20.8806130178211
1742084218.8832152,left,12.109176785786461,19.79898987322333
1742084218.966224,left,12.046920416815064,14.212670403551895
1742084219.048279,left,12.186934136051418,19.209372712298546
1742084219.133427,left,11.74427669011245,10.63014581273465
1742084219.212346,left,12.67119219602974,18.384776310850235
1742084219.2922308,left,12.51803104509328,9.219544457292887
1742084219.379265,left,11.489732857048937,5.0990195135927845
1742084219.457474,left,12.786264754658083,72.56031973468694
1742084219.5442429,left,11.524871199527388,29.410882339705484
1742084219.62383,left,12.564831207891844,46.52956049652737
1742084219.708703,left,11.78231544764778,14.317821063276353
1742084219.7878652,left,12.63230430985152,5.0
1742084219.869306,left,12.278838835087884,2.23606797749979
1742084219.9563289,left,11.491243835616439,13.45362404707371
1742084220.0315928,left,13.286568677141409,6.324555320336759
1742084220.11648,left,11.780329903972273,11.180339887498949
1742084220.1981928,left,12.237996311944165,7.615773105863909
1742084220.279387,left,12.316156369199508,3.1622776601683795
1742084220.36182,left,12.131066178065591,7.810249675906654
1742084220.441601,left,12.534303969207414,9.219544457292887
1742084220.5277178,left,11.612137320044297,7.615773105863909
1742084220.605933,left,12.78525138847399,13.45362404707371
1742084220.6883142,left,12.138684694905248,8.94427190999916
1742084220.770454,left,12.174376449484644,20.248456731316587
1742084220.851037,left,12.40955057841948,25.942243542145693
1742084220.93582,left,11.79480661181195,11.180339887498949
1742084221.0154932,left,12.551295287171614,4.123105625617661
1742084221.097467,left,12.199021007902322,3.0
1742084221.18309,left,11.679101381397771,6.4031242374328485
1742084221.263819,left,12.387121162899215,14.866068747318506
1742084221.311821,left,20.83246330742295,6.708203932499369
1742084221.3864908,left,13.39228833799507,6.708203932499369
1742084221.466733,left,12.462277157119088,14.317821063276353
1742084221.553347,left,11.545460050758907,1.4142135623730951
1742084221.6325738,left,12.622002341250854,5.0990195135927845
1742084221.7171159,left,11.828435257124324,2.23606797749979
1742084221.796396,left,12.61349973686189,2.23606797749979
1742084221.8782341,left,12.219242893017999,2.23606797749979
1742084221.925044,left,21.3629969185321,4.123105625617661
1742084222.001868,left,13.016774097441834,1.0
1742084222.083256,left,12.286824112536104,9.219544457292887
1742084222.164176,left,12.357887231403376,7.0
1742084222.246136,left,12.20107922563379,6.082762530298219
1742084222.331776,left,11.676792873051225,4.47213595499958
1742084222.41099,left,12.62401579542992,5.0990195135927845
1742084222.491276,left,12.455467654954505,3.1622776601683795
1742084222.575275,left,11.904915175821774,7.810249675906654
1742084222.6539588,left,12.709087823915837,5.830951894845301
1742084222.741417,left,11.43404229798324,5.656854249492381
1742084222.822731,left,12.29799211859636,5.0
1742084222.90497,left,12.159693855364054,6.082762530298219
1742084222.982099,left,12.965270801198134,3.0
1742084223.026995,left,22.27375509141986,1.0
1742084223.0697799,left,23.372715975770813,2.0
1742084223.1526341,left,12.069383855707363,4.47213595499958
1742084223.230863,left,12.78299138109693,5.830951894845301
1742084223.316569,left,11.6677951579656,11.045361017187261
1742084223.395113,left,12.731733229722224,7.280109889280518
1742084223.441111,left,21.740030062717047,7.0710678118654755
1742084223.520073,left,12.66434373018509,11.045361017187261
1742084223.600041,left,12.50500581378015,13.341664064126334
1742084223.682126,left,12.182474077086177,14.142135623730951
1742084223.763754,left,12.25072143750073,2.23606797749979
1742084223.846178,left,12.132364511500903,8.602325267042627
1742084223.9322948,left,11.612137320044297,12.206555615733702
1742084224.011279,left,12.660750292800135,8.602325267042627
1742084224.092785,left,12.269069209617973,1.4142135623730951
1742084224.17415,left,12.290280423125385,4.0
1742084224.253675,left,12.574663021058186,10.44030650891055
1742084224.34077,left,11.481712441452713,7.280109889280518
1742084224.421252,left,12.425137602720653,13.152946437965905
1742084224.507245,left,11.628846543067143,27.85677655436824
1742084224.587306,left,12.490482430017869,3.0
1742084224.669791,left,12.123422176103501,9.899494936611665
1742084224.748576,left,12.69278070982424,10.770329614269007
1742084224.830546,left,12.199588722742702,13.038404810405298
1742084224.916037,left,11.697113024853866,10.04987562112089
1742084224.997144,left,12.329407061410341,4.123105625617661
1742084225.074996,left,12.844883396879354,12.529964086141668
1742084225.161027,left,11.623722425451724,11.704699910719626
1742084225.238029,left,12.98666749233675,36.124783736376884
1742084225.3239439,left,11.639431335385025,8.06225774829855
1742084225.4026082,left,12.712246394820909,18.110770276274835
1742084225.483453,left,12.369367243901289,15.524174696260024
1742084225.5651531,left,12.239889107755161,14.212670403551895
1742084225.6474361,left,12.153175707000464,3.1622776601683795
1742084225.732279,left,11.786487268762452,31.953090617340916
1742084225.812362,left,12.48706131732819,18.027756377319946
1742084225.892533,left,12.473321398195456,5.0990195135927845
1742084225.9785879,left,11.620502022496813,21.540659228538015
1742084226.056905,left,12.768592877626444,7.0710678118654755
1742084226.101734,left,22.307042643038727,6.708203932499369
1742084226.180456,left,12.702929275797738,13.45362404707371
1742084226.2623098,left,12.216893859955727,10.0
1742084226.347336,left,11.761071823142451,11.661903789690601
1742084213.107818,right,0.0673512801154941,32.01562118716424
